Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Straight from the Lab	Monkey See, Monkey Do	intro ayo tell aint even say shit ha ha chorus monkey see monkey dont ever make first move let em come cause gon always see one let come restll follow suit monkey see monkey tweedledee tweedledum really want bad enough well gon come come expected set em checkmate motherfucker games tweedledee tweedledum verse doesnt take much raise stink motherfuckers hate guts aint even got ta say much put pen blank sheet paper like smearing bloodstain paint brush cant explain brain however works insane plain nuts aint bra		anger
Straight from the Lab	We As Americans	intro theres intruder house cut phone line cant dial shit scream police doubt theyre gon na hear shout verse couple cocktailsll send jail theres couple cops hot trail time get pulled theres doberman pinscher pit bull seat pigsll get bit foolin quit foolin bitch youre gon na see pistol seat always got ta issue youre youre gon na see long run ima wrong one wan na harass limotinted glass flashin flashlight ass last night assholes ran grass rapper slash actor kiss crack cracker slash ass took away right bear ar		anger
Straight from the Lab	Love You More	intro still love take ready one two three chorus put makes wan na come back say hate love dont want want buy flowers throw em know sad makin happy slap turns cause love love verse sick could ever predict wed doin shit say baby dont us lust cause neither one us trust fuck til bust cuss know shout til throw house throw house throw couch punch mouth fist fight til turn mother apologize laughter pain insane back chapter sad true im layin aint nothin anyone could ever say ever cause chorus put makes wan na come 		love
Straight from the Lab	Can I Bitch	intro wan na grow uncle marshall tell us bedtime story go verse upon time long ago little rapper blow album came good think went lead double copperwood silly little fans misled nerdy internet computer hiphop head clef gon na make cash grab silver paint paint ass hey mister would care bear witness asswhippin im administer asskissin little vaginal blister stanibus little marshall mathers sister corner mr nothavinit mad sinister dr evil bag tricks little antagonistic faggot dicksucking exll cool j fan windsor 		neutral
Straight from the Lab	God Is Cleaning Out My Closet	intro groove coverage god girl verse eminem yo yo yo yo ever hated discriminated ive protested demonstrated picket signs wicked rhymes look times sick mind motherfin kid thats behind commotion emotions run deep oceans explodin tempers flarin parents blow em keep goin takin nothin one give em hell long im breathin keep kickin ass morning takin names evenin leave em taste sour vinegar mouth see trigger theyll never figure look bet youre probably sick aint mama ima make look ridiculous look ridiculous look rid		annoyance
Straight from the Lab	Bully	intro yo check fucked cause dont see either one us budging verse im withholdin anger though id like strangler punk ass little pussys puny neck right insist acknowledge existence displays complete lack respect thats says uses magazines trash sits feet desk smokes bag weed starts imaginin things cant see hes manically depressed jealousy envy whirls frenzy turns mtv sees face dont exist world twists twirls spirals spins til hurls rage destroyin slowly cause even know even though sees everywhere goes tortures f		anger
Straight from the Lab	Doe Rae Me (HailieÂs Revenge)	intro eminem hailie hailie want grow baby dont know dont want grow like ja rules little dirtyass kids ha ha yeah cmon ggggggg unit hailie come baby bring daddy oscar gon na shove ja rules ass verse swift im get rid hoes simple im quick murder ink lead aint talking bout pencil look fuck done got see found niche bitch menstrual claiming murderer spelled wrong put e cause thats pacs dick replica guy still alive would never get cry bitch keep real life imitating niggas eating pills kind motherfucker ruins three		anger
Straight from the Lab	Stimulate	intro psst hey listen la la la la la la la la la laaaa love job makes feel like superman la la la la la la la la la laaaa fly wan na see hook im entertainin goal stimulate makin high take place cant see believe fly dont mean nobody harm im partyin im dad mom guardian man whos mic let entertain verse lyrical content constantly fire wonder constantly bomb back combat attacks constant concepts lyrics constantly took outta context failure communicate congress problem longest guess maybe one day make progress fo		neutral
Straight from the Lab	Rabbit Run	verse days wan na call quits feel like im surrounded wall bricks every time go get fall pits lifes like one great big ball shit could put spit stead always tryna swallow instead starin wall shit sit writers block sick shit cant call shit know im hit wall see another one moms alcoholic fits last straw thats thats aint dealin another fuckin politic im like skillet bubblin filters im kill feel buildin blow building ive concealed enough cup runneth done filled pen explodes busts ink spills guts think stand feel		anger
Straight from the Lab	The Conspiracy Freestyle	intro green lantern eminem cent okay yeah time haha green lantern thats right ggggg uniburp shit hahaha shady back invasion part ii conspiracy hook eminem green lantern cause aint gon na never stop keep wasting energy us find something time time quit fuckin us cause aint fuckin e must fuckin much must gone mind shady records mixtape lets go em verse eminem say im day away entire empire crumbling speak youre mumbling fucka yous bibibay okay bigbibibaby shady know bibihoping bebewould go away weeble mable wee		amusement
